Unnamed: 0,outcome,ss-1,ts-1,knocks-1,tkd-lnd-1,tkd-att-1,sub-att-1,h-tar-1,b-tar-1,l-tar-1,dist-pos-1,clinch-pos-1,ground-pos-1,r1-ts-1,r1-ss-1,r2-ts-1,r2-ss-1,r3-ts-1,r3-ss-1,r4-ts-1,r4-ss-1,r5-ts-1,r5-ss-1,r1-td-1,r2-td-1,r3-td-1,r4-td-1,r5-td-1,r1-kd-1,r2-kd-1,r3-kd-1,r4-kd-1,r5-kd-1,age-1,height-1,weight-1,reach-1,leg_reach-1,ranking-1,ss-2,ts-2,knocks-2,tkd-lnd-2,tkd-att-2,sub-att-2,h-tar-2,b-tar-2,l-tar-2,dist-pos-2,clinch-pos-2,ground-pos-2,r1-ts-2,r1-ss-2,r2-ts-2,r2-ss-2,r3-ts-2,r3-ss-2,r4-ts-2,r4-ss-2,r5-ts-2,r5-ss-2,r1-td-2,r2-td-2,r3-td-2,r4-td-2,r5-td-2,r1-kd-2,r2-kd-2,r3-kd-2,r4-kd-2,r5-kd-2,age-2,height-2,weight-2,reach-2,leg_reach-2,ranking-2
7349,0,3,3,0,0,0.0,0,2,1,0,2,1,0,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,75.0,260.0,79.0,43.0,1229.2598602160112,49,74,1,0,,0,31,1,17,1,33,15,63,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,74.0,254.0,71.74353448275862,40.03962201591512,1637.7543686537813
7350,1,16,71,0,1,1.0,2,16,0,0,0,2,14,13,9,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,68.0,156.0,71.88410232266165,40.14344005021971,1597.0871661892586,8,19,0,1,1.0,2,6,1,1,3,4,1,7,5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,70.0,158.0,73.0,39.5,1343.259461358478
7351,0,17,31,0,0,0.0,0,4,6,7,4,13,0,11,9,11.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,74.0,170.0,77.5,45.0,1549.3855679045068,72,212,0,2,,0,41,17,14,11,23,38,20,15,27.0,21.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,72.0,171.0,71.74353448275862,40.03962201591512,2382.9300958360204
7352,1,23,42,0,1,2.0,3,12,5,6,14,6,3,26,9,6.0,2.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,68.0,156.0,71.0,40.0,3228.5364628350007,17,52,0,4,8.0,1,7,7,3,6,8,3,13,7,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,68.0,156.0,71.74353448275862,40.03962201591512,1614.3412836404434
7353,1,34,54,1,0,0.0,0,27,2,5,14,2,18,60,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,73.0,171.0,76.0,38.0,1860.909680566333,3,3,0,0,,0,1,1,1,1,2,0,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
7354,1,15,24,0,5,11.0,1,13,2,0,1,10,4,17,10,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,72.0,170.0,71.88410232266165,40.14344005021971,1640.9007618580335,6,23,0,0,0.0,0,0,3,3,3,3,0,6,3,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,72.0,170.0,75.0,43.0,2466.5028059871447
7355,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1958.981382809029,0,0,0,0,,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,72.0,186.0,71.74353448275862,40.03962201591512,1619.0037473196924
7356,0,34,47,0,11,12.0,1,31,3,0,15,12,7,42,24,6.0,2.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,69.0,206.0,71.88410232266165,40.14344005021971,1327.5565431610885,60,176,1,2,2.0,0,38,19,3,5,11,44,35,16,42.0,22.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,75.0,185.5,71.74353448275862,40.03962201591512,1389.746935818444
7357,1,47,92,0,4,5.0,0,13,11,23,5,35,7,51,29,28.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,73.0,170.0,71.88410232266165,40.14344005021971,2073.740537025202,21,63,0,0,0.0,0,11,4,6,10,10,1,17,11,10.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,71.0,171.0,71.74353448275862,40.03962201591512,1408.5856525265667
7358,0,5,7,0,0,0.0,0,3,1,1,1,1,3,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,74.0,241.0,71.88410232266165,40.14344005021971,1344.790878101514,11,26,0,2,,0,9,1,1,1,1,9,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,76.0,237.6,84.5,45.0,2950.6631091837776
7359,1,20,20,1,0,0.0,0,14,5,1,10,0,10,35,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,9,9,0,1,,0,2,1,6,9,0,0,19,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,74.0,262.0,76.0,42.0,1305.5318885996928
7360,1,53,137,0,9,9.0,0,25,19,9,10,17,26,25,10,62.0,39.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,76.0,237.0,71.88410232266165,40.14344005021971,1885.9835202225015,3,5,0,0,0.0,0,3,0,0,2,1,0,9,0,18.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,74.0,246.0,71.74353448275862,40.03962201591512,1364.9307627805197
7361,1,13,13,1,0,0.0,0,7,4,2,12,0,1,29,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,72.0,185.0,71.88410232266165,40.14344005021971,1392.6281615793778,6,6,0,0,,0,2,0,4,6,0,0,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,74.0,205.0,71.74353448275862,40.03962201591512,1519.9582314024758
7362,1,14,72,0,2,2.0,1,9,3,2,1,1,12,18,6,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,67.0,155.0,70.0,38.0,126.59643931543216,1,6,0,0,0.0,3,1,0,0,0,0,1,4,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,70.0,155.0,71.74353448275862,40.03962201591512,1481.9895207721304
7363,0,19,19,0,0,0.0,0,11,5,3,19,0,0,28,6,30.0,7.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,75.0,204.0,71.88410232266165,40.14344005021971,1482.8990807407122,28,35,0,2,,0,13,0,15,27,1,0,28,9,28.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,72.0,205.0,71.74353448275862,40.03962201591512,1538.0898388280957
7364,0,1,1,0,0,0.0,0,1,0,0,1,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,70.0,169.0,71.88410232266165,40.14344005021971,1296.6944362154452,0,0,0,1,,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,70.0,145.0,71.0,39.0,2550.431558841244
7365,1,6,8,0,1,1.0,0,4,0,2,2,0,4,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,67.0,170.0,71.0,40.0,1726.1160064478313,7,21,0,1,1.0,1,7,0,0,1,0,6,17,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,70.0,171.0,71.74353448275862,40.03962201591512,1419.863956646685
7366,1,25,30,1,0,0.0,0,25,0,0,9,11,5,36,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,76.0,244.0,71.88410232266165,40.14344005021971,1579.4609273363671,2,2,0,0,,0,2,0,0,2,0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1400.0
7367,1,39,90,0,6,10.0,0,29,3,7,15,2,22,15,9,30.0,13.0,31.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1328.4425280760688,17,31,0,0,0.0,0,11,5,1,14,3,0,2,0,33.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
7368,0,27,52,0,2,2.0,1,22,5,0,17,8,2,44,19,20.0,6.0,17.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,185.0,71.88410232266165,40.14344005021971,1275.858770888416,70,130,0,3,4.0,1,54,7,9,38,26,6,47,23,39.0,20.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,71.0,204.0,71.74353448275862,40.03962201591512,1514.2141163330011
7369,1,23,23,1,0,0.0,0,16,1,6,16,2,5,45,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,73.5,248.0,77.0,41.0,1790.6841177528936,3,3,0,0,,0,3,0,0,3,0,0,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
7370,1,42,47,1,1,1.0,1,16,4,22,33,2,7,51,10,40.0,14.0,74.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,71.0,204.0,71.88410232266165,40.14344005021971,1383.0886701564373,32,38,0,5,5.0,0,21,7,4,29,3,0,43,7,35.0,8.0,59.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,73.0,186.0,75.5,44.5,3019.3405957491245
7371,1,20,47,0,2,2.0,3,18,2,0,18,1,1,10,1,46.0,13.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,155.0,71.88410232266165,40.14344005021971,1607.021573594356,7,9,0,3,4.0,2,4,0,3,6,1,0,7,1,17.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,67.0,146.0,71.74353448275862,40.03962201591512,1784.8181381990676
7372,1,29,55,1,3,9.0,0,17,5,7,14,10,5,23,12,25.0,12.0,14.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,74.0,204.0,74.0,44.0,2158.233619405361,15,18,0,0,0.0,0,9,2,4,13,2,0,28,5,33.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,74.0,205.0,71.74353448275862,40.03962201591512,1398.3100809290013
7373,1,29,65,0,0,0.0,1,23,5,1,17,3,9,37,15,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,9,10,0,0,,0,2,0,7,8,1,0,13,2,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,205.0,75.0,44.0,1316.5490273349349
7374,1,48,57,0,0,0.0,0,37,4,7,37,11,0,60,22,56.0,22.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,73.0,206.0,71.88410232266165,40.14344005021971,1790.4273399231,36,56,0,2,,0,19,10,7,19,17,0,44,11,65.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,76.0,205.0,71.74353448275862,40.03962201591512,1342.867054666258
7375,1,2,2,0,0,0.0,1,2,0,0,2,0,0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,71.0,171.0,71.88410232266165,40.14344005021971,1154.1792941606789,5,6,0,1,,0,5,0,0,4,0,1,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,70.0,170.0,71.74353448275862,40.03962201591512,1572.418124381247
7376,1,25,72,0,5,7.0,1,12,12,1,9,7,9,28,12,30.0,8.0,15.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,74.0,186.0,76.0,42.5,1426.0291676991426,20,40,0,1,1.0,3,7,10,3,17,1,2,26,11,16.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
7377,1,22,96,0,5,10.0,1,15,4,3,7,6,9,21,10,20.0,7.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,74.0,205.0,75.0,44.0,1682.71394446493,25,50,2,2,4.0,0,24,1,0,10,10,5,16,8,32.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,73.0,205.0,71.74353448275862,40.03962201591512,1154.190734619025
7378,1,44,68,0,1,1.0,1,41,2,1,20,16,8,47,33,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,204.0,71.88410232266165,40.14344005021971,1594.5254218743748,10,16,0,0,0.0,0,8,1,1,9,1,0,18,8,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,73.0,205.0,71.74353448275862,40.03962201591512,1439.980759453923
7379,1,39,214,0,6,6.0,0,31,2,6,6,4,29,34,25,16.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,11,37,0,0,0.0,2,7,4,0,6,1,4,11,5,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,72.0,185.5,74.0,42.0,936.9166048449428
7380,1,9,11,1,0,0.0,1,5,1,3,9,0,0,16,5,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,71.0,171.0,71.88410232266165,40.14344005021971,923.758512455507,7,20,0,1,,0,3,0,4,7,0,0,41,4,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1472.242306335189
7381,1,30,67,0,4,7.0,0,22,6,2,20,8,2,28,12,38.0,15.0,11.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,73.0,170.5,72.0,42.5,2822.495309587938,20,25,0,0,0.0,0,6,5,9,15,2,3,32,6,46.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,73.0,184.0,71.74353448275862,40.03962201591512,1599.253899635508
7382,1,12,12,1,0,0.0,0,7,3,2,8,0,4,36,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,66.0,170.0,71.88410232266165,40.14344005021971,1576.510219284918,6,6,0,0,,0,6,0,0,6,0,0,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,68.0,171.0,71.74353448275862,40.03962201591512,1361.275310882813
7383,1,62,146,0,3,6.0,0,45,9,8,45,4,13,58,26,29.0,13.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,68.0,155.0,71.88410232266165,40.14344005021971,1345.244694254084,30,36,0,0,0.0,1,24,2,4,20,7,3,80,17,22.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,72.0,156.0,71.74353448275862,40.03962201591512,1292.8860909229838
7384,1,34,39,0,0,0.0,0,23,6,5,24,2,8,19,5,33.0,14.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1712.4984968288995,6,44,0,5,,1,6,0,0,5,1,0,16,2,16.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,67.0,155.0,71.74353448275862,40.03962201591512,1412.3946598618293
7385,1,26,40,0,7,10.0,0,9,8,9,8,7,11,6,4,30.0,17.0,17.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,69.0,154.0,71.88410232266165,40.14344005021971,1592.1874086566022,19,36,0,0,0.0,2,7,8,4,12,7,0,10,4,14.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,69.0,145.6,72.0,39.0,1103.1579538264216
7386,1,48,104,0,3,4.0,1,26,21,1,5,4,39,44,17,41.0,21.0,18.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,74.0,206.0,71.88410232266165,40.14344005021971,1825.5267730589303,5,5,0,0,0.0,0,0,2,3,4,1,0,15,4,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,73.0,206.0,71.74353448275862,40.03962201591512,1614.102061436105
7387,1,24,45,0,1,7.0,1,13,2,9,17,7,0,31,14,31.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1405.6735458166163,34,53,0,1,7.0,1,24,8,2,10,14,10,19,6,17.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,76.0,257.0,71.74353448275862,40.03962201591512,1313.210833659324
7388,1,22,60,0,0,0.0,0,22,0,0,10,1,11,30,13,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,73.0,205.0,71.88410232266165,40.14344005021971,1432.144222084286,15,20,0,1,,0,12,3,0,9,5,1,40,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,76.0,247.0,71.74353448275862,40.03962201591512,1450.0
7389,1,41,53,0,0,0.0,0,29,11,1,34,7,0,53,10,48.0,15.0,41.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,69.0,156.0,70.0,39.0,1748.8003515137896,70,77,0,0,,0,49,9,12,67,3,0,59,18,92.0,28.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,73.0,171.0,76.0,38.0,1860.909680566333
7390,1,22,48,0,3,4.0,1,19,3,0,10,0,12,21,2,59.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,70.0,149.5,70.0,38.0,1810.4182422073168,26,38,1,0,0.0,2,20,3,3,20,5,1,43,20,30.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,69.0,155.5,70.0,40.0,1372.915816742089
7391,1,36,74,0,2,6.0,0,22,12,2,14,19,3,40,13,41.0,16.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,72.0,171.0,71.88410232266165,40.14344005021971,1890.9008653730396,52,60,0,1,3.0,2,50,2,0,22,30,0,74,32,34.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,72.0,204.5,74.0,41.0,1577.814868458393
7392,1,87,95,0,2,2.0,0,40,29,18,57,12,18,71,35,58.0,30.0,33.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,71.0,170.0,71.88410232266165,40.14344005021971,1669.2541275728358,37,67,0,0,0.0,0,19,7,11,31,6,0,74,20,68.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,70.0,170.0,71.74353448275862,40.03962201591512,1608.8366191108155
7393,1,60,181,0,2,2.0,2,48,5,7,9,7,44,24,16,48.0,29.0,27.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,71.0,185.5,71.88410232266165,40.14344005021971,1306.4068732755495,15,32,0,0,0.0,0,13,2,0,11,4,0,8,3,15.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1407.771912443245
7394,1,47,67,0,2,2.0,1,31,12,4,36,7,4,69,21,66.0,19.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,70.0,171.0,71.0,40.0,1578.8156608672746,22,24,0,1,1.0,1,13,7,2,21,1,0,58,8,45.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,69.0,170.0,71.74353448275862,40.03962201591512,1465.935902276116
7395,0,55,73,0,1,5.0,1,38,11,6,46,9,0,23,6,48.0,18.0,75.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,67.0,146.0,68.0,39.0,1633.5236965262152,71,95,0,4,23.0,1,36,18,17,60,9,2,53,16,73.0,27.0,80.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,68.0,150.0,68.0,39.0,2444.182913176211
7396,1,8,23,0,2,2.0,2,7,1,0,5,1,2,19,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,72.0,170.5,76.0,41.0,1901.0824341842065,6,14,0,0,0.0,0,2,3,1,3,0,3,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,72.0,171.0,71.74353448275862,40.03962201591512,1337.5077216013265
