Unnamed: 0,outcome,ss-1,ts-1,knocks-1,tkd-lnd-1,tkd-att-1,sub-att-1,h-tar-1,b-tar-1,l-tar-1,dist-pos-1,clinch-pos-1,ground-pos-1,r1-ts-1,r1-ss-1,r2-ts-1,r2-ss-1,r3-ts-1,r3-ss-1,r4-ts-1,r4-ss-1,r5-ts-1,r5-ss-1,r1-td-1,r2-td-1,r3-td-1,r4-td-1,r5-td-1,r1-kd-1,r2-kd-1,r3-kd-1,r4-kd-1,r5-kd-1,age-1,height-1,weight-1,reach-1,leg_reach-1,ranking-1,ss-2,ts-2,knocks-2,tkd-lnd-2,tkd-att-2,sub-att-2,h-tar-2,b-tar-2,l-tar-2,dist-pos-2,clinch-pos-2,ground-pos-2,r1-ts-2,r1-ss-2,r2-ts-2,r2-ss-2,r3-ts-2,r3-ss-2,r4-ts-2,r4-ss-2,r5-ts-2,r5-ss-2,r1-td-2,r2-td-2,r3-td-2,r4-td-2,r5-td-2,r1-kd-2,r2-kd-2,r3-kd-2,r4-kd-2,r5-kd-2,age-2,height-2,weight-2,reach-2,leg_reach-2,ranking-2
0,0,98,137,0,9,13.0,0,52,35,11,96,2,0,3,0,19.0,10.0,89.0,29.0,72.0,37.0,57.0,22.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,74.0,183.0,75.0,40.0,1763.677860186107,123,160,0,0,0.0,0,118,5,0,119,1,3,0,0,38.0,15.0,100.0,43.0,86.0,34.0,88.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,73.0,185.0,76.0,41.5,1784.414206696537
1,1,131,190,2,1,2.0,2,118,12,1,104,9,18,13,7,32.0,21.0,89.0,57.0,37.0,19.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,65.0,124.5,65.0,35.0,2173.922762149354,55,100,0,8,16.0,0,45,3,7,43,4,8,26,16,19.0,5.0,49.0,14.0,34.0,13.0,23.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,67.0,126.0,70.0,38.0,1861.5897405453268
2,1,88,88,0,0,0.0,0,22,23,43,88,0,0,44,33,56.0,34.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,79.0,261.5,80.0,47.5,2126.595439132528,54,54,0,0,,0,30,6,18,53,1,0,33,15,47.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,76.0,262.0,78.0,43.5,1458.098835173824
3,1,77,245,0,4,10.0,0,76,0,1,6,0,71,68,34,52.0,18.0,60.0,25.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,70.0,169.4,72.0,40.0,1580.706361265154,5,21,0,0,0.0,0,2,2,1,5,0,0,8,1,16.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,70.0,171.0,76.0,40.0,1629.4008933433363
4,1,57,64,0,1,1.0,1,44,9,4,22,0,35,87,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,70.0,158.5,71.0,40.0,1525.0956993381133,5,7,0,0,0.0,1,3,0,2,4,1,0,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,68.5,155.0,71.0,38.5,151.87262993992618
5,1,23,27,1,0,0.0,0,15,6,2,20,1,2,55,12,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,76.0,186.0,81.0,44.0,1767.9947676377135,6,8,0,0,,0,5,1,0,6,0,0,12,4,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,76.0,185.0,79.0,42.0,1479.913348084732
6,0,8,9,0,0,0.0,0,7,1,0,8,0,0,6,2,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,74.0,171.0,77.0,42.0,1764.3539052734482,16,22,0,6,,1,11,1,4,9,5,2,17,10,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,72.0,170.0,75.0,44.5,1516.564306305385
7,1,35,71,0,1,3.0,4,19,14,2,24,6,5,21,13,69.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,70.0,156.0,72.0,40.0,2322.3303485057518,33,49,1,1,3.0,0,27,1,5,27,4,2,11,8,51.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,67.0,155.5,66.0,36.5,1350.5724169434716
8,1,9,10,0,0,0.0,1,5,3,1,9,0,0,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,68.0,156.0,71.0,40.0,3228.5364628350007,7,8,0,2,,0,4,2,1,7,0,0,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,69.0,156.0,68.0,38.0,1455.905619046911
9,1,61,69,3,1,1.0,0,46,12,3,46,4,11,39,15,44.0,22.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,72.0,185.2,75.0,41.0,1544.672705703936,62,80,0,0,0.0,0,28,18,16,62,0,0,61,22,57.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,72.0,185.5,74.5,41.0,1545.7026527542234
10,1,25,78,0,3,20.0,0,7,6,12,18,7,0,11,3,30.0,8.0,29.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,68.0,145.6,70.0,38.0,2096.1259004254803,23,54,0,0,0.0,0,12,8,3,13,10,0,4,2,30.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,72.0,145.0,73.0,43.0,1665.4059683945695
11,1,107,136,0,1,5.0,1,56,31,20,98,2,7,58,21,104.0,56.0,51.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,74.0,185.2,79.0,46.0,1673.4074388480435,78,89,0,0,0.0,0,69,5,4,70,8,0,58,19,108.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,72.0,185.5,75.5,41.0,1417.8525494667665
12,0,68,70,0,1,7.0,0,24,25,19,61,6,1,49,23,54.0,25.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,66.0,126.0,66.0,36.5,1482.9315185148607,153,180,1,0,0.0,0,79,45,29,140,8,5,98,54,94.0,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,67.0,125.5,67.0,38.0,1529.0228854006104
13,0,41,53,0,2,5.0,0,25,8,8,41,0,0,30,15,39.0,25.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,104,104,3,0,0.0,0,79,11,14,89,1,14,45,22,79.0,36.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,32.0,73.0,169.6,78.0,43.5,1565.0496491144736
14,0,3,4,0,2,5.0,0,2,0,1,3,0,0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,70.0,157.2,72.0,40.5,2161.792546798227,12,15,1,0,0.0,0,11,1,0,7,2,3,19,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,72.0,171.5,75.0,42.0,1704.8537820059084
15,0,90,93,0,2,11.0,0,44,11,35,87,3,0,91,39,78.0,27.0,92.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,67.0,126.0,66.0,38.0,627.9586791417609,136,136,0,1,5.0,0,122,14,0,129,7,0,55,24,85.0,47.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,135.5,68.0,38.0,1549.1341125252636
16,1,22,22,1,0,0.0,0,14,2,6,19,0,3,40,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,68.0,145.0,72.0,42.0,1550.0,9,9,0,0,,0,0,3,6,9,0,0,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
17,0,41,51,0,1,2.0,0,30,11,0,34,7,0,47,25,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,76.0,262.0,78.5,45.0,1445.3604149899977,89,100,1,0,0.0,0,62,14,13,81,8,0,87,42,76.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
18,0,13,27,0,0,0.0,0,12,0,1,2,5,6,9,6,4.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,74.0,282.0,75.0,39.5,1556.726058385012,21,111,0,5,,0,15,0,6,7,4,10,12,9,7.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.0,264.5,76.0,44.5,1484.0137805522704
19,1,79,125,0,3,6.0,0,69,6,4,32,2,45,56,24,56.0,32.0,38.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,75.0,203.0,78.0,45.0,1663.1721625787147,17,39,0,0,0.0,1,5,8,4,17,0,0,17,8,15.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,72.0,186.0,75.0,42.0,1391.1583833246962
20,1,21,22,0,0,0.0,0,20,0,1,10,1,10,31,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,13,13,0,0,,0,2,2,9,13,0,0,21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,79.0,205.0,80.0,49.0,1444.3179908081124
21,1,36,54,0,3,3.0,0,30,6,0,36,0,0,12,6,42.0,18.0,28.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,197.7,73.0,38.0,1545.2683601135768,32,53,0,0,0.0,3,23,6,3,31,0,1,5,4,32.0,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,73.0,185.6,77.5,40.0,1427.3075042306689
22,1,46,57,0,0,0.0,4,15,21,10,43,3,0,14,6,54.0,27.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,67.0,135.5,69.0,39.0,1653.9665523104134,48,56,0,2,,0,37,9,2,42,5,1,15,5,55.0,18.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,67.0,136.0,70.0,36.0,1021.0103581631748
23,0,12,38,0,2,2.0,0,11,1,0,0,2,10,8,7,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,76.0,185.0,71.88410232266165,40.14344005021971,1450.0,12,22,1,0,0.0,5,6,6,0,6,6,0,3,3,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,74.0,185.0,77.0,42.0,1550.0
24,1,55,83,0,1,4.0,0,39,13,3,46,7,2,20,6,7.0,4.0,85.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,72.0,185.0,77.0,44.0,1647.835917260823,39,74,0,2,8.0,0,22,3,14,34,2,3,23,11,15.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,73.0,170.0,77.0,43.0,1423.199040519942
25,0,1,3,0,0,0.0,0,0,0,1,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,71.0,155.0,75.0,40.5,1455.993647506701,1,19,0,1,,1,1,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,69.0,155.0,71.0,39.0,1502.156998163962
26,1,46,220,0,6,10.0,1,25,12,9,25,15,6,24,8,29.0,15.0,3.0,2.0,22.0,16.0,11.0,5.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,67.0,153.0,71.0,39.0,2448.087485690644,35,61,0,0,0.0,1,25,6,4,32,3,0,16,4,23.0,15.0,4.0,3.0,4.0,3.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,70.0,146.0,72.0,39.0,1795.9558236318203
27,0,51,66,0,0,0.0,0,20,16,15,44,7,0,14,6,45.0,24.0,41.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,67.0,136.0,67.0,38.5,1903.683838617028,70,121,0,0,,0,20,32,18,68,1,1,13,6,61.0,27.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,136.0,70.0,39.0,1813.6878897824176
28,1,59,79,0,4,7.0,0,52,1,6,57,2,0,40,10,66.0,20.0,63.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,67.0,155.5,70.0,37.0,1591.141861675788,50,54,0,0,0.0,0,40,9,1,50,0,0,27,8,38.0,18.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,69.0,170.5,72.0,39.5,981.7499237742788
29,1,162,164,0,0,0.0,0,56,45,61,148,14,0,89,44,105.0,54.0,113.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,68.0,136.0,69.0,40.0,1269.1671994722376,99,100,0,1,,0,48,37,14,91,8,0,41,18,79.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,136.0,71.0,40.0,1480.831851866609
30,0,35,72,1,0,0.0,0,26,8,1,26,3,6,24,14,19.0,13.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,70.0,136.0,75.5,41.0,1585.2919352825638,21,33,0,6,,2,7,8,6,13,7,1,4,3,17.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,67.5,136.0,67.0,39.0,2148.344737969048
31,0,8,8,0,1,7.0,1,4,1,3,7,0,1,6,4,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,74.0,251.5,77.5,41.0,1333.2226361250994,15,20,1,0,0.0,0,11,3,1,8,0,7,18,10,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,77.0,252.0,79.0,45.5,1875.721080215404
32,0,40,58,1,4,14.0,1,15,11,14,35,5,0,13,10,33.0,20.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,72.0,186.0,73.0,39.5,1684.4753455984755,54,73,0,2,7.0,0,42,8,4,49,5,0,14,11,46.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,72.0,185.6,77.0,41.0,1466.2985422237166
33,1,21,38,1,0,0.0,1,16,5,0,2,5,14,29,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,76.0,193.5,77.0,47.0,1464.0963456494924,3,9,0,0,,0,0,2,1,1,2,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,185.5,79.0,42.5,1529.244121095488
34,0,26,34,0,0,0.0,1,11,10,5,22,3,1,0,0,37.0,20.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,66.0,135.5,66.5,39.0,1436.2666270695258,42,108,0,2,,0,41,1,0,21,0,21,20,16,43.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,69.0,134.5,68.5,40.5,1570.2549332412373
35,0,23,50,0,2,2.0,0,10,7,6,16,7,0,12,3,28.0,8.0,23.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,67.0,126.0,68.5,36.5,1381.929839046035,34,91,0,5,7.0,1,21,4,9,24,3,7,23,11,34.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,67.0,130.0,67.0,37.5,1544.7127887482068
36,1,33,60,0,2,2.0,0,26,3,4,28,4,1,16,9,10.0,8.0,43.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,69.0,146.0,72.0,42.0,1582.7265279132732,9,20,0,0,0.0,1,4,2,3,9,0,0,8,2,7.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,70.0,155.0,72.0,41.0,1445.8909082800642
37,0,40,43,0,4,9.0,0,36,1,3,37,3,0,24,10,27.0,10.0,38.0,20.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,71.0,170.3,76.0,41.0,704.5980613578055,53,53,0,1,2.0,0,33,15,5,50,3,0,29,12,28.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,69.0,170.0,71.5,40.0,1598.2246766990966
38,1,60,80,0,3,5.0,0,34,19,7,54,1,5,49,12,65.0,20.0,81.0,28.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,61.0,115.0,58.5,35.0,1571.388316146358,78,87,0,0,0.0,0,48,12,18,72,6,0,26,21,40.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,62.0,116.0,63.5,35.0,1479.7666060542308
39,0,40,42,0,0,0.0,0,16,10,14,39,1,0,38,11,37.0,23.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,70.0,170.0,71.0,40.0,2070.5680832692515,56,56,2,0,,0,51,3,2,44,1,11,34,13,53.0,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,34.0,73.0,171.0,73.0,41.0,1725.1473358784358
40,0,36,48,0,7,12.0,0,28,6,2,34,0,2,12,6,22.0,10.0,43.0,20.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,135.0,72.0,38.0,1601.3387127882784,58,88,0,1,1.0,0,28,26,4,41,17,0,10,5,42.0,22.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,135.5,69.0,39.0,1355.32851051621
41,0,16,16,1,0,0.0,0,13,1,2,15,1,0,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,19,30,2,0,,0,18,0,1,7,0,12,28,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,73.0,156.0,77.0,41.0,1031.0575738878924
42,1,18,72,0,3,5.0,0,11,5,2,17,1,0,17,1,37.0,9.0,22.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,67.0,125.5,68.0,38.0,1874.4474051852756,15,88,0,0,0.0,2,5,1,9,14,1,0,12,7,21.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,125.5,67.0,37.0,1609.0265469060623
43,0,45,46,0,2,15.0,0,34,1,10,42,2,1,13,8,38.0,14.0,50.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,69.0,155.5,70.5,39.0,1439.185949672812,122,131,1,0,0.0,0,62,27,33,114,2,6,23,9,88.0,44.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,69.0,155.0,70.0,38.0,1533.8199330173866
44,0,5,5,0,0,0.0,0,0,2,3,5,0,0,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,69.0,155.5,70.5,39.0,1368.4559553191116,4,4,1,0,,0,4,0,0,4,0,0,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
45,0,4,4,0,0,0.0,0,1,2,1,4,0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.86253008825889,70.02935276811982,166.20581706338595,71.88410232266165,40.14344005021971,1637.9292519388412,7,14,0,1,,1,1,2,4,7,0,0,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,74.0,186.0,77.0,42.0,1320.827835208653
46,0,60,77,0,0,0.0,0,30,9,21,47,13,0,45,27,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,74.0,204.5,75.5,43.0,1436.1550287817738,57,79,1,0,,0,40,8,9,39,10,8,66,28,55.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,75.0,247.0,75.5,47.0,1551.7411723423088
47,1,69,92,0,4,8.0,1,51,12,6,43,17,9,46,15,56.0,27.0,51.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,69.0,135.0,68.5,42.0,1520.2186991809936,41,81,0,0,0.0,0,30,7,4,35,6,0,40,14,45.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,69.0,136.0,68.0,41.0,1419.5181734300083
48,1,50,52,0,0,0.0,0,35,5,10,50,0,0,43,7,46.0,16.0,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,126.0,67.5,37.0,1829.674402553138,70,73,0,0,,0,28,25,17,70,0,0,54,21,88.0,21.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,67.0,126.0,66.0,42.0,1503.7257307203877
49,0,135,160,0,0,0.0,0,79,19,37,124,10,1,44,25,86.0,45.0,123.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,66.0,146.0,71.0,37.0,1448.133174465057,91,96,0,1,,0,53,26,12,84,7,0,52,24,69.0,38.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,63.0,136.0,65.0,37.0,1550.234857370695
